Cl_pop,1,0.168,-0.168,-0.173,nan,0.0996,0.169,-0.169,0.152,0.0422
V1_pop,0.168,1,-1,-0.999,nan,0.853,0.999,-0.999,0.991,-0.102
Q_pop,-0.168,-1,1,0.998,nan,-0.854,-0.999,0.999,-0.991,0.102
V2_pop,-0.173,-0.999,0.998,1,nan,-0.85,-0.998,0.998,-0.989,0.0994
p_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_Cl,0.0996,0.853,-0.854,-0.85,nan,1,0.854,-0.852,0.856,-0.157
omega_V1,0.169,0.999,-0.999,-0.998,nan,0.854,1,-0.999,0.99,-0.105
omega_Q,-0.169,-0.999,0.999,0.998,nan,-0.852,-0.999,1,-0.99,0.0955
omega_V2,0.152,0.991,-0.991,-0.989,nan,0.856,0.99,-0.99,1,-0.124
a,0.0422,-0.102,0.102,0.0994,nan,-0.157,-0.105,0.0955,-0.124,1
