Cl_pop,0.0486,-0.00173,-0.0461,0.000126,0.0003,-0.000573,3.38e-5,-0.000435,-8.54e-5,-0.000858,-0.000624,-9.59e-5,3.31e-5
beta_Cl_logtWTKG,-0.00173,0.114,0.00286,0.000118,-0.000264,0.000256,9.58e-5,-2.35e-5,1.07e-5,0.000397,-6.44e-7,-2.32e-5,-5.66e-6
beta_Cl_tCLCRMLMIN,-0.0461,0.00286,0.0461,-7.28e-5,-2.4e-6,0.000427,-5.03e-5,0.000309,6.19e-5,0.000631,0.000439,7.21e-5,-2.54e-5
V1_pop,0.000126,0.000118,-7.28e-5,0.00774,-0.00567,0.00681,1.32e-5,-0.00125,-0.000132,-0.00215,-0.00166,-0.000124,7e-5
Q_pop,0.0003,-0.000264,-2.4e-6,-0.00567,0.0496,-0.00435,2.75e-5,0.0024,0.000183,0.00504,0.00289,0.000155,-0.000129
V2_pop,-0.000573,0.000256,0.000427,0.00681,-0.00435,0.00853,4.11e-5,0.000749,0.000186,0.000935,0.00113,4.68e-5,-2.61e-6
omega_Cl,3.38e-5,9.58e-5,-5.03e-5,1.32e-5,2.75e-5,4.11e-5,0.00126,6.94e-6,3.33e-6,7.75e-5,5.38e-6,2.52e-5,-1.06e-5
omega_V1,-0.000435,-2.35e-5,0.000309,-0.00125,0.0024,0.000749,6.94e-6,0.00628,0.000322,0.00124,0.00692,0.000186,-0.00011
corr_V2_V1,-8.54e-5,1.07e-5,6.19e-5,-0.000132,0.000183,0.000186,3.33e-6,0.000322,4.39e-5,0.000389,0.00042,2.2e-5,-9.97e-6
omega_Q,-0.000858,0.000397,0.000631,-0.00215,0.00504,0.000935,7.75e-5,0.00124,0.000389,0.0273,0.00219,0.000236,-0.000131
omega_V2,-0.000624,-6.44e-7,0.000439,-0.00166,0.00289,0.00113,5.38e-6,0.00692,0.00042,0.00219,0.00796,0.000224,-0.000126
a1,-9.59e-5,-2.32e-5,7.21e-5,-0.000124,0.000155,4.68e-5,2.52e-5,0.000186,2.2e-5,0.000236,0.000224,0.00053,-2.16e-5
a2,3.31e-5,-5.66e-6,-2.54e-5,7e-5,-0.000129,-2.61e-6,-1.06e-5,-0.00011,-9.97e-6,-0.000131,-0.000126,-2.16e-5,4.31e-5
