Cl_pop,1,-0.712,-0.116,0.012,0.128,-0.146,-0.00441,0.0449,0.156,0.0874,-0.0109,-0.112,0.00762
beta_Cl_centeredCLCR,-0.712,1,-0.554,0.439,-0.368,0.111,0.447,0.156,0.0206,-0.48,-0.0477,0.571,-0.0208
beta_Cl_lcatCl_2,-0.116,-0.554,1,-0.39,0.32,0.0655,-0.598,-0.218,-0.199,0.516,0.0704,-0.584,0.0126
V1_pop,0.012,0.439,-0.39,1,-0.407,0.189,0.347,0.076,0.127,-0.489,-0.102,0.465,-0.176
Q_pop,0.128,-0.368,0.32,-0.407,1,-0.206,-0.256,-0.0738,-0.0875,0.394,0.0913,-0.391,0.0964
V2_pop,-0.146,0.111,0.0655,0.189,-0.206,1,-0.0613,0.191,-0.09,-0.0358,-0.118,0.119,-0.0965
omega_Cl,-0.00441,0.447,-0.598,0.347,-0.256,-0.0613,1,0.423,0.521,-0.419,-0.061,0.483,-0.00424
corr_V1_Cl,0.0449,0.156,-0.218,0.076,-0.0738,0.191,0.423,1,0.371,-0.0481,-0.0311,0.262,-0.00868
omega_V1,0.156,0.0206,-0.199,0.127,-0.0875,-0.09,0.521,0.371,1,-0.163,-0.0816,0.132,-0.00151
omega_Q,0.0874,-0.48,0.516,-0.489,0.394,-0.0358,-0.419,-0.0481,-0.163,1,0.0678,-0.528,0.023
b,-0.0109,-0.0477,0.0704,-0.102,0.0913,-0.118,-0.061,-0.0311,-0.0816,0.0678,1,-0.0853,4.04e-05
plcatCl_1,-0.112,0.571,-0.584,0.465,-0.391,0.119,0.483,0.262,0.132,-0.528,-0.0853,1,-0.0414
plcatCl_2,0.00762,-0.0208,0.0126,-0.176,0.0964,-0.0965,-0.00424,-0.00868,-0.00151,0.023,4.04e-05,-0.0414,0.0414
