Cl_pop,0.0651,-0.0619,5.58e-5,0.000409,-7.27e-5,4.01e-5,4.28e-5,1.54e-6,-0.000311,0.00018,-7.33e-5,2.65e-5
beta_Cl_ClCr,-0.0619,0.0619,-0.000106,8.32e-5,3.76e-6,-3.15e-5,-8.3e-5,-2.08e-6,0.000389,-0.000236,5.98e-5,-1.92e-5
V1_pop,5.58e-5,-0.000106,0.00718,-0.0044,0.00883,-3.26e-5,1.18e-5,9.27e-7,-0.00234,0.000436,-5.66e-5,4.3e-5
Q_pop,0.000409,8.32e-5,-0.0044,0.0485,-0.00533,0.000123,-0.00143,-3.56e-5,0.0104,-0.00207,3.02e-5,-3.85e-5
V2_pop,-7.27e-5,3.76e-6,0.00883,-0.00533,0.0115,-3.44e-5,3.78e-5,-8.77e-6,-0.00265,0.000494,-5.66e-5,4.11e-5
omega_Cl,4.01e-5,-3.15e-5,-3.26e-5,0.000123,-3.44e-5,0.00169,-4.2e-5,-4.39e-8,0.000189,-7.59e-5,2.13e-5,-1.14e-5
omega_V1,4.28e-5,-8.3e-5,1.18e-5,-0.00143,3.78e-5,-4.2e-5,0.00415,4.91e-5,-0.00244,0.00515,1.88e-7,-1.71e-5
corr_V2_V1,1.54e-6,-2.08e-6,9.27e-7,-3.56e-5,-8.77e-6,-4.39e-8,4.91e-5,3.38e-6,-4.12e-5,5.21e-5,-6.54e-7,3.17e-7
omega_Q,-0.000311,0.000389,-0.00234,0.0104,-0.00265,0.000189,-0.00244,-4.12e-5,0.03,-0.00337,0.000111,-0.000117
omega_V2,0.00018,-0.000236,0.000436,-0.00207,0.000494,-7.59e-5,0.00515,5.21e-5,-0.00337,0.0068,-2.13e-5,-1.14e-6
a1,-7.33e-5,5.98e-5,-5.66e-5,3.02e-5,-5.66e-5,2.13e-5,1.88e-7,-6.54e-7,0.000111,-2.13e-5,0.000515,-1.52e-5
a2,2.65e-5,-1.92e-5,4.3e-5,-3.85e-5,4.11e-5,-1.14e-5,-1.71e-5,3.17e-7,-0.000117,-1.14e-6,-1.52e-5,4.29e-5
