Cl_pop,1,-0.039,-0.974,-0.103,0.0756,nan,0.00728,0.0872,-0.0957,0.0621,0.108,0.0258,-0.0729
beta_Cl_logtWTKG,-0.039,1,0.0539,0.162,-0.115,nan,-0.00271,-0.11,0.123,-0.109,-0.136,-0.0567,0.118
beta_Cl_tCLCRMLMIN,-0.974,0.0539,1,0.102,-0.0526,nan,-0.01,-0.0732,0.109,-0.0411,-0.104,-0.0268,0.061
V1_pop,-0.103,0.162,0.102,1,-0.592,nan,-0.0026,-0.575,0.767,-0.568,-0.751,-0.305,0.605
Q_pop,0.0756,-0.115,-0.0526,-0.592,1,nan,0.0105,0.664,-0.258,0.711,0.622,0.219,-0.652
V2_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_Cl,0.00728,-0.00271,-0.01,-0.0026,0.0105,nan,1,-0.0172,0.0152,0.0194,-0.0194,0.0261,-0.0298
omega_V1,0.0872,-0.11,-0.0732,-0.575,0.664,nan,-0.0172,1,-0.273,0.587,0.911,0.241,-0.689
corr_V2_V1,-0.0957,0.123,0.109,0.767,-0.258,nan,0.0152,-0.273,1,-0.201,-0.596,-0.224,0.302
omega_Q,0.0621,-0.109,-0.0411,-0.568,0.711,nan,0.0194,0.587,-0.201,1,0.534,0.215,-0.644
omega_V2,0.108,-0.136,-0.104,-0.751,0.622,nan,-0.0194,0.911,-0.596,0.534,1,0.295,-0.696
a1,0.0258,-0.0567,-0.0268,-0.305,0.219,nan,0.0261,0.241,-0.224,0.215,0.295,1,-0.3
a2,-0.0729,0.118,0.061,0.605,-0.652,nan,-0.0298,-0.689,0.302,-0.644,-0.696,-0.3,1
