Cl_pop,1,-0.0233,-0.974,0.0065,0.00612,-0.0282,0.00432,-0.0249,-0.0585,-0.0236,-0.0318,-0.0189,0.0229
beta_Cl_logtWTKG,-0.0233,1,0.0394,0.00398,-0.00351,0.00821,0.008,-0.000877,0.0048,0.00713,-2.14e-5,-0.00299,-0.00255
beta_Cl_tCLCRMLMIN,-0.974,0.0394,1,-0.00385,-5.02e-5,0.0215,-0.0066,0.0182,0.0435,0.0178,0.0229,0.0146,-0.018
V1_pop,0.0065,0.00398,-0.00385,1,-0.289,0.838,0.00424,-0.179,-0.227,-0.148,-0.211,-0.0611,0.121
Q_pop,0.00612,-0.00351,-5.02e-5,-0.289,1,-0.211,0.00348,0.136,0.124,0.137,0.146,0.0302,-0.0882
V2_pop,-0.0282,0.00821,0.0215,0.838,-0.211,1,0.0125,0.102,0.304,0.0613,0.137,0.022,-0.0043
omega_Cl,0.00432,0.008,-0.0066,0.00424,0.00348,0.0125,1,0.00247,0.0142,0.0132,0.0017,0.0309,-0.0457
omega_V1,-0.0249,-0.000877,0.0182,-0.179,0.136,0.102,0.00247,1,0.614,0.0944,0.979,0.102,-0.212
corr_V2_V1,-0.0585,0.0048,0.0435,-0.227,0.124,0.304,0.0142,0.614,1,0.355,0.71,0.145,-0.229
omega_Q,-0.0236,0.00713,0.0178,-0.148,0.137,0.0613,0.0132,0.0944,0.355,1,0.148,0.062,-0.121
omega_V2,-0.0318,-2.14e-5,0.0229,-0.211,0.146,0.137,0.0017,0.979,0.71,0.148,1,0.109,-0.215
a1,-0.0189,-0.00299,0.0146,-0.0611,0.0302,0.022,0.0309,0.102,0.145,0.062,0.109,1,-0.143
a2,0.0229,-0.00255,-0.018,0.121,-0.0882,-0.0043,-0.0457,-0.212,-0.229,-0.121,-0.215,-0.143,1
