iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1541.38,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1521.96,1,5.38907,32.446,13.2803,58.9153,0.974679,0.974679,1.07427,1.13613,0.974679,0.974679
3,1497.03,1,5.13374,29.6038,14.1575,81.5826,0.95,0.95,1.04707,1.10736,0.95,0.95
4,1491.98,1,4.67913,28.415,13.3318,102.072,0.925945,0.925945,1.02056,1.09983,0.925945,0.925945
5,1480.93,1,4.73649,32.915,12.8284,117.74,0.9025,0.9025,0.994719,1.07198,0.9025,0.9025
6,1473.76,1,4.44886,34.2345,9.02876,130.793,0.879648,0.879648,1.01299,1.06664,0.879648,0.879648
7,1460.94,1,4.54856,37.2033,9.56956,133.089,0.857375,0.857375,0.987341,1.03963,0.857375,0.857375
8,1440.92,1,4.38791,33.507,10.2949,117.137,0.835666,0.835666,0.962341,1.04468,0.835666,0.835666
9,1442.85,1,4.60191,31.852,7.87643,118.349,0.814506,0.814506,1.02787,1.01823,0.814506,0.814506
10,1426.59,1,4.43597,29.1911,6.93799,122.764,0.793882,0.793882,1.04131,0.999931,0.793882,0.793882
11,1415.57,1,4.84738,28.1788,6.19167,108.654,0.773781,0.773781,1.01495,0.990044,0.773781,0.773781
12,1394.97,1,4.67446,26.9724,6.4333,112.119,0.754188,0.754188,0.989247,0.964975,0.754188,0.754188
13,1392.88,1,4.4494,25.407,6.61886,143.047,0.735092,0.735092,0.98858,1.01713,0.735092,0.735092
14,1379.76,1,4.42209,29.8496,5.56191,133.491,0.716479,0.716479,0.963549,1.03289,0.716479,0.716479
15,1361.85,1,4.27927,28.165,6.43827,144.225,0.698337,0.698337,0.939151,1.00674,0.698337,0.698337
16,1352.14,1,4.30196,29.1033,6.52295,127.062,0.680655,0.680655,0.915371,0.982452,0.680655,0.680655
17,1341.65,1,4.40421,26.5351,5.81917,131.358,0.66342,0.66342,0.892194,0.957576,0.66342,0.66342
18,1340.13,1,4.34526,25.7416,6.21428,111.947,0.646622,0.646622,0.892846,1.1864,0.646622,0.646622
19,1319.22,1,4.34932,27.1695,6.34402,119.331,0.630249,0.630249,0.870239,1.15636,0.630249,0.630249
20,1312.72,1,4.47137,28.1835,6.1911,120.883,0.614291,0.614291,0.848204,1.19819,0.614291,0.614291
21,1302.7,1,4.55095,26.4178,6.66708,111.246,0.598737,0.598737,0.826727,1.16785,0.598737,0.598737
22,1281.4,1,4.42987,26.3228,6.39135,117.419,0.583577,0.583577,0.805793,1.15002,0.583577,0.583577
23,1280.6,1,4.59909,24.5428,5.81268,123.209,0.5688,0.5688,0.78539,1.1209,0.5688,0.5688
24,1260.25,1,3.97046,26.3189,5.37629,167.092,0.554398,0.554398,0.765504,1.12595,0.554398,0.554398
25,1258.15,1,4.58028,22.9831,5.78821,126.311,0.54036,0.54036,0.746121,1.09744,0.54036,0.54036
26,1245.85,1,4.42654,24.3393,5.91521,139.691,0.526678,0.526678,0.727229,1.06965,0.526678,0.526678
27,1237.16,1,4.40973,24.9697,6.22778,139.159,0.513342,0.513342,0.708815,1.04257,0.513342,0.513342
28,1212.92,1,4.52306,26.4644,5.53559,111.654,0.500344,0.500344,0.690867,1.01617,0.500344,0.500344
29,1203.55,1,4.65514,25.9714,6.05989,111.351,0.487675,0.487675,0.673374,0.990438,0.487675,0.487675
30,1197.17,1,4.755,25.1493,6.13539,103.141,0.475327,0.475327,0.656324,0.965359,0.475327,0.475327
31,1190.7,1,4.70345,26.3453,5.33474,110.668,0.463291,0.463291,0.639705,0.940916,0.463291,0.463291
32,1173.69,1,4.65485,26.438,5.5845,118.789,0.45156,0.45156,0.623508,0.917091,0.45156,0.45156
33,1162.71,1,4.91419,25.9121,5.03711,106.748,0.440127,0.440127,0.60772,0.89387,0.440127,0.440127
34,1153.49,1,4.87671,26.7548,4.85283,108.357,0.428982,0.428982,0.595505,0.871237,0.428982,0.428982
35,1143.02,1,5.04052,25.938,4.82223,89.4898,0.41812,0.41812,0.580426,0.849176,0.41812,0.41812
36,1130.24,1,4.9896,25.8621,5.36907,92.4862,0.407533,0.407533,0.56573,0.827675,0.407533,0.407533
37,1133.68,1,4.94485,26.5019,5.23659,85.3364,0.397214,0.397214,0.584737,0.834588,0.397214,0.397214
38,1116.64,1,5.02555,27.5036,4.92059,81.6709,0.387157,0.387157,0.569931,0.813456,0.387157,0.387157
39,1111.83,1,4.87235,28.0307,4.86901,103.974,0.377354,0.377354,0.5555,0.898943,0.377354,0.377354
40,1098.85,1,4.67239,27.9103,5.10778,122.129,0.367799,0.367799,0.551766,0.876181,0.367799,0.367799
41,1081.56,1,4.77895,27.1638,4.79497,121.638,0.358486,0.358486,0.537794,0.853996,0.358486,0.358486
42,1065.69,1,4.86673,27.0322,4.51819,116.252,0.349409,0.349409,0.524177,0.832372,0.349409,0.349409
43,1060.46,1,4.84985,26.3457,4.44586,118.116,0.340562,0.340562,0.510905,0.811296,0.340562,0.340562
44,1050.52,1,4.64814,26.3404,5.19901,132.019,0.331938,0.331938,0.497968,0.790754,0.331938,0.331938
45,1040.14,1,4.65331,25.6776,4.95047,133.019,0.323534,0.323534,0.48536,0.770731,0.323534,0.323534
46,1032.52,1,4.5122,25.6479,4.84111,136.587,0.315341,0.315341,0.47307,0.751216,0.315341,0.315341
47,1020.26,1,4.45535,26.0994,4.50887,153.514,0.307357,0.307357,0.461092,0.732195,0.307357,0.307357
48,1011.88,1,4.36275,25.8158,4.4228,154.205,0.299574,0.299574,0.449416,0.713655,0.299574,0.299574
49,992.241,1,4.4097,25.6684,4.46888,156.768,0.291989,0.291989,0.438037,0.695585,0.291989,0.291989
50,993.512,1,4.48978,25.7346,4.39354,144.956,0.284596,0.284596,0.426946,0.683104,0.284596,0.284596
51,982.555,1,4.52611,26.814,4.07752,141.846,0.27739,0.27739,0.416135,0.665807,0.27739,0.27739
52,972.835,1,4.48883,26.7022,4.51447,143.139,0.274969,0.270366,0.405598,0.648949,0.270366,0.270366
53,981.785,1,4.49615,26.2854,4.7463,151.405,0.270453,0.26352,0.395328,0.632517,0.26352,0.26352
54,976.274,1,4.46034,26.4734,4.29833,152.789,0.280172,0.256848,0.440999,0.616501,0.256848,0.256848
55,961.796,1,4.44741,27.1648,4.65802,157.956,0.273078,0.250344,0.429833,0.600891,0.250344,0.250344
56,954.921,1,4.46756,26.8116,4.40949,154.17,0.266163,0.244005,0.418949,0.585676,0.244005,0.244005
57,938.607,1,4.49207,26.8145,4.51979,162.346,0.259424,0.237827,0.408341,0.570846,0.237827,0.237827
58,933.896,1,4.36883,25.2392,4.57037,162.727,0.252855,0.231805,0.398002,0.556392,0.231805,0.231805
59,919.317,1,4.38976,25.3859,4.75261,165.773,0.246453,0.225936,0.387924,0.542304,0.225936,0.225936
60,907.398,1,4.53938,25.7048,4.72748,146.985,0.251021,0.220215,0.378101,0.528573,0.220215,0.220215
61,913.036,1,4.64649,25.6986,4.99407,143.873,0.245261,0.214639,0.368528,0.515189,0.214639,0.214639
62,908.261,1,4.62373,26.0213,5.31884,143.249,0.239051,0.209204,0.359196,0.518213,0.209204,0.209204
63,900.941,1,4.53091,25.4282,4.93035,150.043,0.23634,0.203907,0.350101,0.530908,0.203907,0.203907
64,884.756,1,4.55892,26.5976,4.91779,154.573,0.24179,0.198744,0.341237,0.517465,0.198744,0.198744
65,889.251,1,4.62117,26.1389,5.12425,149.959,0.235668,0.193711,0.332596,0.504363,0.193711,0.193711
66,884.338,1,4.69847,26.4519,5.37356,141.058,0.2297,0.188807,0.324175,0.53375,0.188807,0.188807
67,877.01,1,4.63431,26.8194,5.16379,144.588,0.223884,0.184026,0.315966,0.537195,0.184026,0.184026
68,875.972,1,4.6689,26.1267,5.02925,148.632,0.218215,0.179366,0.327945,0.537665,0.179366,0.179366
69,871.207,1,4.51814,25.6628,4.88486,153.278,0.21269,0.174825,0.319641,0.524051,0.174825,0.174839
70,869.728,1,4.43472,26.6066,4.98812,164.081,0.227369,0.170398,0.311547,0.569688,0.178061,0.170412
71,871.62,1,4.47604,26.6823,5.11153,166.377,0.221612,0.166083,0.303659,0.555264,0.176934,0.168768
72,876.418,1,4.45743,27.1416,4.89019,164.818,0.225183,0.161878,0.29597,0.603221,0.179886,0.166103
73,868.893,1,4.47459,26.2351,4.93687,160.781,0.219482,0.157779,0.288476,0.626746,0.188216,0.161897
74,868.788,1,4.45902,26.1766,5.04599,152.636,0.213924,0.153784,0.281172,0.660974,0.18816,0.157798
75,862.882,1,4.60132,26.2637,5.08385,153.798,0.208508,0.14989,0.274052,0.644238,0.192692,0.153802
76,858.404,1,4.49527,26.1352,4.7821,145.91,0.220551,0.146095,0.267113,0.627926,0.203998,0.149908
77,859.516,1,4.50509,26.1495,4.57782,146.293,0.214966,0.142396,0.260349,0.612026,0.20653,0.146112
78,851.934,1,4.46908,26.3363,4.62163,151.05,0.209523,0.13879,0.253757,0.596529,0.211884,0.142412
79,855.757,1,4.40849,25.5909,4.85131,160.413,0.218922,0.135276,0.247332,0.581425,0.214351,0.138806
80,858.231,1,4.38393,25.3747,4.87273,163.268,0.213379,0.131851,0.241069,0.566703,0.213901,0.138378
81,855.295,1,4.39965,25.2243,4.96684,158.753,0.226062,0.128512,0.241062,0.552354,0.216337,0.134875
82,858.843,1,4.4686,25.329,4.62363,149.923,0.220338,0.125258,0.278821,0.538368,0.223604,0.13146
83,865.633,1,4.48277,25.5818,4.62446,144.917,0.226943,0.122087,0.292593,0.544134,0.228735,0.128131
84,848.788,1,4.50615,25.1002,4.66205,137.918,0.231999,0.118995,0.285184,0.530357,0.234259,0.124887
85,843.383,1,4.55037,25.425,4.50534,135.664,0.226125,0.115982,0.277963,0.544933,0.230961,0.121724
86,838.501,1,4.50193,24.9636,4.47992,133.332,0.220399,0.113045,0.270925,0.539394,0.239927,0.118642
87,829.79,1,4.43591,24.9503,4.58689,143.067,0.219912,0.110183,0.264065,0.525736,0.243366,0.115638
88,825.84,1,4.50359,24.8659,4.45389,139.831,0.223013,0.107393,0.257379,0.514563,0.237204,0.11271
89,821.075,1,4.50502,24.7378,4.75271,139.132,0.217366,0.104674,0.250862,0.539968,0.244,0.109856
90,823.999,1,4.48239,24.4093,4.65813,140.902,0.219237,0.102024,0.256491,0.526296,0.242172,0.107075
91,812.691,1,4.48517,24.3502,4.58767,133.099,0.231402,0.0994403,0.249996,0.518721,0.255769,0.104363
92,813.151,1,4.48179,24.4034,4.64498,137.57,0.225543,0.0969224,0.243666,0.521542,0.249783,0.101721
93,821.491,1,4.4488,24.6324,4.61969,137.698,0.225054,0.0944682,0.237496,0.57317,0.249445,0.0993681
94,821.226,1,4.43477,24.1277,4.58365,132.423,0.238721,0.096243,0.262531,0.578871,0.261504,0.096852
95,818.292,1,4.45305,24.4306,4.56683,132.135,0.245716,0.0938061,0.257094,0.564213,0.258137,0.0943997
96,814.944,1,4.49539,24.4655,4.54982,124.662,0.255671,0.0976628,0.250584,0.583688,0.262508,0.0920094
97,817.774,1,4.45566,24.4938,4.53179,125.401,0.262684,0.09519,0.244239,0.642444,0.270704,0.0896797
98,817.724,1,4.48059,24.5936,4.57237,122.642,0.256041,0.0927797,0.244092,0.675658,0.266135,0.0874089
99,808.866,1,4.54748,24.7089,4.65582,119.917,0.249558,0.0904305,0.240689,0.65855,0.263856,0.0851957
100,818.388,1,4.57594,24.3547,4.59219,113.03,0.255156,0.0916934,0.234595,0.70275,0.270802,0.0845274
101,818.673,1,4.59373,24.0256,4.62402,109.371,0.248696,0.0893716,0.23578,0.717076,0.267159,0.0868224
102,811.58,1,4.646,24.5056,4.51859,108.375,0.242399,0.0871087,0.22981,0.698919,0.271716,0.0854919
103,804.902,1,4.70322,24.2547,4.41403,105.709,0.244478,0.0851492,0.223991,0.681222,0.271941,0.0833272
104,802.103,1,4.61427,24.1845,4.36296,113.433,0.24681,0.0829932,0.21832,0.663973,0.269362,0.083833
105,803.122,1,4.5658,24.0408,4.46626,113.526,0.254132,0.0858999,0.212792,0.647161,0.27092,0.0823555
106,790.883,1,4.62155,23.7396,4.59792,113.397,0.247697,0.0866277,0.207404,0.630774,0.269779,0.0802702
107,798.684,1,4.58695,24.1174,4.49923,117.422,0.243105,0.0944882,0.202152,0.637969,0.271094,0.0789045
108,794.681,1,4.48096,23.8978,4.5273,122.718,0.238817,0.0920957,0.197034,0.701529,0.273756,0.0772007
109,797.252,1,4.56105,23.797,4.49177,106.3,0.23379,0.0897638,0.205128,0.789004,0.273232,0.0777881
110,796.551,1,4.54265,23.8478,4.4009,110.869,0.230203,0.0874909,0.199935,0.769026,0.275541,0.0776856
111,795.344,1,4.48409,23.9305,4.41247,121.031,0.237946,0.0852756,0.194872,0.749554,0.273923,0.0803521
112,794.306,1,4.51393,23.7786,4.37065,115.633,0.253361,0.0831164,0.212894,0.730575,0.275321,0.0783176
113,804.607,1,4.45327,23.9547,4.30704,117.058,0.261826,0.0810118,0.231754,0.712077,0.279006,0.0781053
114,799.995,1,4.53122,23.9309,4.46298,115.926,0.265944,0.0789606,0.23557,0.694046,0.277915,0.0782
115,803.984,1,4.52808,24.1828,4.3575,115.675,0.265645,0.0769612,0.229606,0.680642,0.272511,0.0823261
116,796.379,1,4.53061,24.4061,4.33809,112.964,0.268016,0.0750125,0.223792,0.687628,0.273925,0.0802416
117,801.631,1,4.57418,24.6285,4.24323,110.776,0.26123,0.0731132,0.219472,0.703702,0.275275,0.0789122
