Cl_pop,0.0514,-0.00189,-0.0488,-0.000199,0.000692,-0.000353,-9.82e-5,9.07e-5,7.9e-7,2.9e-5,0.000262,-1.87e-6,-2.17e-6
beta_Cl_logtWTKG,-0.00189,0.121,0.00306,0.000346,-0.000904,0.000578,0.000216,-5.4e-5,-3.67e-6,0.000312,-0.00021,-9.23e-5,2.11e-5
beta_Cl_tCLCRMLMIN,-0.0488,0.00306,0.0488,0.000145,-0.000222,0.000247,6.88e-5,-0.000106,-1.17e-6,6.47e-6,-0.000217,-6.97e-6,5.08e-6
V1_pop,-0.000199,0.000346,0.000145,0.00719,-0.00557,0.00809,-1.02e-5,-0.00042,1.3e-5,-0.00145,-0.000548,-5.89e-5,2.48e-5
Q_pop,0.000692,-0.000904,-0.000222,-0.00557,0.0526,-0.00532,0.000127,7.11e-5,-6.17e-5,0.00727,0.000409,4.63e-5,-2.47e-5
V2_pop,-0.000353,0.000578,0.000247,0.00809,-0.00532,0.0103,0.000103,-0.000533,-1.61e-5,-0.000691,-0.000977,-3.83e-5,1.69e-5
omega_Cl,-9.82e-5,0.000216,6.88e-5,-1.02e-5,0.000127,0.000103,0.00136,-4.46e-5,-2.46e-6,0.000164,-0.000114,8.3e-6,-4.3e-6
omega_V1,9.07e-5,-5.4e-5,-0.000106,-0.00042,7.11e-5,-0.000533,-4.46e-5,0.00376,3.67e-5,-0.00149,0.00429,6.21e-6,-1.59e-5
corr_V2_V1,7.9e-7,-3.67e-6,-1.17e-6,1.3e-5,-6.17e-5,-1.61e-5,-2.46e-6,3.67e-5,3.69e-6,-4.96e-5,4.59e-5,3.04e-8,5.53e-7
omega_Q,2.9e-5,0.000312,6.47e-6,-0.00145,0.00727,-0.000691,0.000164,-0.00149,-4.96e-5,0.0269,-0.00156,5.89e-5,-4.3e-5
omega_V2,0.000262,-0.00021,-0.000217,-0.000548,0.000409,-0.000977,-0.000114,0.00429,4.59e-5,-0.00156,0.00542,-8.71e-6,-1.34e-5
a1,-1.87e-6,-9.23e-5,-6.97e-6,-5.89e-5,4.63e-5,-3.83e-5,8.3e-6,6.21e-6,3.04e-8,5.89e-5,-8.71e-6,0.000394,-1.4e-5
a2,-2.17e-6,2.11e-5,5.08e-6,2.48e-5,-2.47e-5,1.69e-5,-4.3e-6,-1.59e-5,5.53e-7,-4.3e-5,-1.34e-5,-1.4e-5,3.81e-5
