Cl_pop,1,-0.024161,-0.97445,-0.0073089,0.012222,-0.00704,-0.0071489,0.010448,0.0091994,-0.0075299,0.012627,-0.014768,0.017414
beta_Cl_logtWTKG,-0.024161,1,0.040563,0.0049216,-0.0013629,0.0015878,-0.0047854,0.00049524,-0.00072088,0.0038436,-0.0048484,-0.0046694,0.0017178
beta_Cl_tCLCRMLMIN,-0.97445,0.040563,1,0.0073268,-0.0046891,0.0088151,0.0061988,-0.0099843,-0.0065707,0.0062381,-0.01046,0.012005,-0.01579
V1_pop,-0.0073089,0.0049216,0.0073268,1,-0.22184,0.94138,-0.011136,-0.018117,0.050814,-0.015328,-0.085121,-0.026323,0.085649
Q_pop,0.012222,-0.0013629,-0.0046891,-0.22184,1,-0.2033,0.019567,0.082116,-0.059977,-0.011183,0.11686,0.0086353,-0.089769
V2_pop,-0.00704,0.0015878,0.0088151,0.94138,-0.2033,1,0.0063111,-0.017783,0.11445,-0.016344,-0.020224,-0.0093721,0.050041
omega_Cl,-0.0071489,-0.0047854,0.0061988,-0.011136,0.019567,0.0063111,1,0.0043567,-0.0068489,-0.0041553,0.018704,0.040462,-0.062389
omega_V1,0.010448,0.00049524,-0.0099843,-0.018117,0.082116,-0.017783,0.0043567,1,0.3072,-0.096529,0.9084,0.014535,-0.053027
corr_V2_V1,0.0091994,-0.00072088,-0.0065707,0.050814,-0.059977,0.11445,-0.0068489,0.3072,1,0.00069744,0.32011,-0.022845,0.11954
omega_Q,-0.0075299,0.0038436,0.0062381,-0.015328,-0.011183,-0.016344,-0.0041553,-0.096529,0.00069744,1,-0.11742,0.018243,-0.064796
omega_V2,0.012627,-0.0048484,-0.01046,-0.085121,0.11686,-0.020224,0.018704,0.9084,0.32011,-0.11742,1,0.0018931,-0.026567
a1,-0.014768,-0.0046694,0.012005,-0.026323,0.0086353,-0.0093721,0.040462,0.014535,-0.022845,0.018243,0.0018931,1,-0.12503
a2,0.017414,0.0017178,-0.01579,0.085649,-0.089769,0.050041,-0.062389,-0.053027,0.11954,-0.064796,-0.026567,-0.12503,1
