iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2017.58,1,5.18207,5.76621,21.0128,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,1999.71,1,4.24927,7.6134,23.4892,29.8458,2.92404,2.92404,0,1.46202,1.537,1.69452,1.46202
3,1986.43,1,3.90932,9.18761,25.2905,44.7338,2.85,2.85,0,1.425,1.49809,1.65161,1.47727
4,1969.02,1,2.9281,12.0069,41.0357,73.9751,2.77784,2.77784,0,1.38892,1.46015,1.60979,1.43986
5,1968.16,1,2.86244,11.4583,60.1713,78.0463,2.7075,2.7075,0,1.35375,1.42318,1.56903,1.40341
6,1960.29,1,2.68819,9.50289,55.0475,85.7418,2.63894,2.63894,0,1.31947,1.44844,1.69252,1.36787
7,1946.59,1,2.44672,10.1553,61.2759,115.691,2.57212,2.57212,0,1.28606,1.51144,1.64966,1.33324
8,1926.55,1,2.39596,11.4524,69.8533,111.236,2.507,2.507,0,1.2535,1.47317,1.60789,1.43268
9,1936.63,1,2.35889,8.75652,77.0101,122.37,2.44352,2.44352,0,1.22176,1.74328,1.56718,1.42271
10,1926.21,1,2.03019,9.00652,59.1936,152.054,2.38165,2.38165,0,1.2017,1.78572,1.5275,1.38669
11,1917.54,1,1.99949,7.50763,83.0813,156.108,2.32134,2.32134,0,1.22602,1.7405,1.48882,1.48417
12,1896.54,1,1.91071,7.2827,83.7494,152.654,2.26257,2.26257,0,1.19498,1.69643,1.45112,1.44659
13,1892.03,1,2.13647,11.7902,60.7271,216.9,2.20528,2.20528,0,1.16472,1.7545,1.41438,1.55673
14,1880.14,1,1.9186,8.64828,69.7928,260.216,2.14944,2.14944,0,1.13523,1.94327,1.37857,1.51731
15,1866.67,1,1.6586,10.5029,53.7855,286.519,2.09501,2.09501,0,1.10649,1.89406,1.34366,1.47889
16,1864.77,1,1.56316,13.0071,54.8958,215.902,2.04197,2.04197,0,1.17503,1.84611,1.30964,1.44145
17,1839.77,1,1.66652,9.0266,46.4186,238.578,1.99026,1.99026,0,1.14528,1.79936,1.27648,1.40495
18,1842.86,1,1.65885,8.87491,42.0347,211.079,1.93987,1.93987,0,1.11628,1.7538,1.32969,1.49387
19,1812.08,1,2.12931,7.79005,40.3923,243.668,1.89075,1.89075,0,1.08802,1.70939,1.29602,1.45604
20,1807.29,1,2.09351,6.5645,37.55,227.583,1.84287,1.84287,0,1.06047,1.66611,1.26321,1.41918
21,1813.31,1,2.09353,10.3157,43.211,197.796,1.79621,1.79621,0,1.05667,1.78106,1.23122,1.38324
22,1786.91,1,2.42181,11.5706,38.5792,238.673,1.75073,1.75073,0,1.02991,1.73596,1.20005,1.34822
23,1787.04,1,1.95591,7.93321,34.5484,331.263,1.7064,1.7064,0,1.00383,1.976,1.16966,1.31408
