Cl_pop,1,0.116,-0.000768,0.0304,-0.00268,0,0,0,0,0,0,0
beta_Cl_logtCLCRMLMIN,0.116,1,0.00629,-0.00362,0.0122,0,0,0,0,0,0,0
V1_pop,-0.000768,0.00629,1,-0.194,0.626,0,0,0,0,0,0,0
Q_pop,0.0304,-0.00362,-0.194,1,-0.153,0,0,0,0,0,0,0
V2_pop,-0.00268,0.0122,0.626,-0.153,1,0,0,0,0,0,0,0
omega_Cl,0,0,0,0,0,1,0.000183,-0.00217,-0.000296,0.000978,-0.000152,-0.00758
omega_V1,0,0,0,0,0,0.000183,1,0.0167,-0.042,0.387,-0.000921,-0.0459
corr_V2_V1,0,0,0,0,0,-0.00217,0.0167,1,0.0143,-0.551,0.00743,0.37
omega_Q,0,0,0,0,0,-0.000296,-0.042,0.0143,1,-0.0331,-0.00189,-0.094
omega_V2,0,0,0,0,0,0.000978,0.387,-0.551,-0.0331,1,-0.00446,-0.222
a1,0,0,0,0,0,-0.000152,-0.000921,0.00743,-0.00189,-0.00446,1,-0.0138
a2,0,0,0,0,0,-0.00758,-0.0459,0.37,-0.094,-0.222,-0.0138,1
