Cl_pop,1.5793,-0.0096126,-0.26275,-0.069933,0.070798,0.011579,-0.00017668,0.0012433,-0.00013308,-0.00091206,0.00093586,-0.00040376,0.00010241
beta_Cl_logtWTKG,-0.0096126,0.11362,0.0028216,0.0068686,-0.0044859,0.0084834,-7.5987e-5,-6.6464e-5,1.3323e-5,0.00026552,-9.4602e-6,-2.8362e-5,1.063e-5
beta_Cl_tCLCRMLMIN,-0.26275,0.0028216,0.04603,0.012236,-0.0085625,-0.0021153,2.8404e-5,-0.00020636,2.5348e-5,0.00011955,-0.00014275,5.8513e-5,-1.3732e-5
V1_pop,-0.069933,0.0068686,0.012236,9.644,-1.9456,10.845,0.0012397,0.0034079,0.00093652,-0.045088,0.0053055,-0.0011123,0.00079531
Q_pop,0.070798,-0.0044859,-0.0085625,-1.9456,6.7983,-1.6843,-0.00010715,0.0064918,-0.00060115,0.034306,0.0082535,0.00013912,-0.00052678
V2_pop,0.011579,0.0084834,-0.0021153,10.845,-1.6843,14.312,0.00084865,0.0078061,-0.00065286,-0.050257,0.0095976,-0.0018335,0.00051161
omega_Cl,-0.00017668,-7.5987e-5,2.8404e-5,0.0012397,-0.00010715,0.00084865,0.0012952,-1.2387e-5,2.3519e-6,-4.7214e-5,1.0426e-5,2.7553e-5,-1.3226e-5
omega_V1,0.0012433,-6.6464e-5,-0.00020636,0.0034079,0.0064918,0.0078061,-1.2387e-5,0.0027215,1.3308e-5,-0.0014841,0.0030732,1.1766e-5,-3.0735e-5
corr_V2_V1,-0.00013308,1.3323e-5,2.5348e-5,0.00093652,-0.00060115,-0.00065286,2.3519e-6,1.3308e-5,5.2431e-6,-1.7021e-5,2.6522e-5,2.2106e-6,-5.1023e-7
omega_Q,-0.00091206,0.00026552,0.00011955,-0.045088,0.034306,-0.050257,-4.7214e-5,-0.0014841,-1.7021e-5,0.028309,-0.0019173,2.404e-5,-5.5739e-6
omega_V2,0.00093586,-9.4602e-6,-0.00014275,0.0053055,0.0082535,0.0095976,1.0426e-5,0.0030732,2.6522e-5,-0.0019173,0.003793,3.013e-5,-4.5199e-5
a1,-0.00040376,-2.8362e-5,5.8513e-5,-0.0011123,0.00013912,-0.0018335,2.7553e-5,1.1766e-5,2.2106e-6,2.404e-5,3.013e-5,0.0005123,-1.6102e-5
a2,0.00010241,1.063e-5,-1.3732e-5,0.00079531,-0.00052678,0.00051161,-1.3226e-5,-3.0735e-5,-5.1023e-7,-5.5739e-6,-4.5199e-5,-1.6102e-5,3.9432e-5
