Cl_pop,0.00335,0.00163,-8.97e-5,0.000555,-0.000346,8.51e-6,2.58e-5,8.38e-5,-0.000176,-1.26e-5,4.46e-6
beta_Cl_logtCLCRMLMIN,0.00163,0.0621,9.92e-5,-0.000156,0.000769,0.00025,-0.000155,0.000149,0.000102,7.95e-5,-3.02e-5
V1_pop,-8.97e-5,9.92e-5,0.00747,-0.00703,0.00233,2.05e-5,-0.000423,-0.00358,-0.000431,-6.13e-5,9.24e-5
Q_pop,0.000555,-0.000156,-0.00703,0.0588,-0.00811,2.05e-5,0.000561,0.0118,0.0018,9.58e-5,-0.000259
V2_pop,-0.000346,0.000769,0.00233,-0.00811,0.0192,0.000158,-0.000867,0.000172,-0.00171,-9.04e-6,7.6e-5
omega_Cl,8.51e-6,0.00025,2.05e-5,2.05e-5,0.000158,0.00172,-6.76e-6,-3.04e-5,0.000136,2.16e-5,-1.41e-5
omega_V1,2.58e-5,-0.000155,-0.000423,0.000561,-0.000867,-6.76e-6,0.00437,-0.000921,0.00127,4.63e-5,-7.23e-5
omega_Q,8.38e-5,0.000149,-0.00358,0.0118,0.000172,-3.04e-5,-0.000921,0.0296,-0.00179,3.8e-5,-6.86e-5
omega_V2,-0.000176,0.000102,-0.000431,0.0018,-0.00171,0.000136,0.00127,-0.00179,0.022,0.000217,-0.00037
a1,-1.26e-5,7.95e-5,-6.13e-5,9.58e-5,-9.04e-6,2.16e-5,4.63e-5,3.8e-5,0.000217,0.000538,-2.19e-5
a2,4.46e-6,-3.02e-5,9.24e-5,-0.000259,7.6e-5,-1.41e-5,-7.23e-5,-6.86e-5,-0.00037,-2.19e-5,4.95e-5
