Cl_pop,1,-0.0222,-0.974,-0.0324,0.0332,-0.0257,0.000364,0.0284,0.0306,0.028,0.0239,-0.00494,-0.0164
beta_Cl_logtWTKG,-0.0222,1,0.0384,0.00922,-0.00681,0.00338,-0.00551,-0.0091,-0.0059,-0.00752,-0.00773,-0.00876,0.0193
beta_Cl_tCLCRMLMIN,-0.974,0.0384,1,0.0122,-0.0101,0.00577,-0.0011,-0.0188,-0.018,-0.0092,-0.018,0.00774,0.00361
V1_pop,-0.0324,0.00922,0.0122,1,-0.581,0.963,-0.0675,-0.371,-0.505,-0.568,-0.299,-0.177,0.479
Q_pop,0.0332,-0.00681,-0.0101,-0.581,1,-0.534,0.0706,0.374,0.477,0.5,0.318,0.155,-0.441
V2_pop,-0.0257,0.00338,0.00577,0.963,-0.534,1,-0.0575,-0.259,-0.381,-0.527,-0.186,-0.148,0.418
omega_Cl,0.000364,-0.00551,-0.0011,-0.0675,0.0706,-0.0575,1,0.0561,0.101,0.0695,0.0517,0.0609,-0.103
omega_V1,0.0284,-0.0091,-0.0188,-0.371,0.374,-0.259,0.0561,1,0.687,0.304,0.96,0.184,-0.461
corr_V2_V1,0.0306,-0.0059,-0.018,-0.505,0.477,-0.381,0.101,0.687,1,0.456,0.643,0.238,-0.496
omega_Q,0.028,-0.00752,-0.0092,-0.568,0.5,-0.527,0.0695,0.304,0.456,1,0.239,0.155,-0.455
omega_V2,0.0239,-0.00773,-0.018,-0.299,0.318,-0.186,0.0517,0.96,0.643,0.239,1,0.173,-0.413
a1,-0.00494,-0.00876,0.00774,-0.177,0.155,-0.148,0.0609,0.184,0.238,0.155,0.173,1,-0.248
a2,-0.0164,0.0193,0.00361,0.479,-0.441,0.418,-0.103,-0.461,-0.496,-0.455,-0.413,-0.248,1
