Cl_pop,1,0.115,-0.000836,0.0274,-0.00678,-0.00751,-0.00928,-0.0232,0.00144,-0.0144,-0.00763,0.00784
beta_Cl_logtCLCRMLMIN,0.115,1,0.00534,-0.00241,0.00347,-0.00351,-0.0106,-0.0104,0.00368,-0.011,0.0119,-0.0119
V1_pop,-0.000836,0.00534,1,-0.272,0.939,-0.00127,-0.119,-0.121,-0.0763,-0.138,-0.0233,0.0853
Q_pop,0.0274,-0.00241,-0.272,1,-0.262,0.00856,0.0871,0.0818,0.108,0.0732,0.0103,-0.0825
V2_pop,-0.00678,0.00347,0.939,-0.262,1,-0.00218,-0.0499,-0.161,-0.106,0.00812,-0.0153,0.0775
omega_Cl,-0.00751,-0.00351,-0.00127,0.00856,-0.00218,1,0.000539,0.0502,0.00944,-0.000275,0.019,-0.0372
omega_V1,-0.00928,-0.0106,-0.119,0.0871,-0.0499,0.000539,1,0.324,-0.2,0.939,0.0255,-0.0999
corr_V2_V1,-0.0232,-0.0104,-0.121,0.0818,-0.161,0.0502,0.324,1,0.0476,0.293,0.00966,-0.132
omega_Q,0.00144,0.00368,-0.0763,0.108,-0.106,0.00944,-0.2,0.0476,1,-0.219,0.00433,-0.0629
omega_V2,-0.0144,-0.011,-0.138,0.0732,0.00812,-0.000275,0.939,0.293,-0.219,1,0.0273,-0.0777
a1,-0.00763,0.0119,-0.0233,0.0103,-0.0153,0.019,0.0255,0.00966,0.00433,0.0273,1,-0.093
a2,0.00784,-0.0119,0.0853,-0.0825,0.0775,-0.0372,-0.0999,-0.132,-0.0629,-0.0777,-0.093,1
