Cl_pop,0.00317,0.00157,-3.68e-6,0.000337,-3.55e-5,-1.7e-5,-3.18e-5,-8.91e-6,1.32e-5,-6.77e-5,-9.75e-6,2.77e-6
beta_Cl_logtCLCRMLMIN,0.00157,0.0587,0.000101,-0.000127,7.82e-5,-3.42e-5,-0.000157,-1.72e-5,0.000146,-0.000221,6.55e-5,-1.81e-5
V1_pop,-3.68e-6,0.000101,0.00612,-0.00463,0.00684,-4e-6,-0.000567,-6.44e-5,-0.000974,-0.000896,-4.14e-5,4.19e-5
Q_pop,0.000337,-0.000127,-0.00463,0.0475,-0.00532,7.5e-5,0.00116,0.000122,0.00386,0.00133,5.11e-5,-0.000113
V2_pop,-3.55e-5,7.82e-5,0.00684,-0.00532,0.00867,-8.15e-6,-0.000283,-0.000103,-0.00162,6.3e-5,-3.23e-5,4.53e-5
omega_Cl,-1.7e-5,-3.42e-5,-4e-6,7.5e-5,-8.15e-6,0.00162,1.32e-6,1.38e-5,6.19e-5,-9.2e-7,1.74e-5,-9.39e-6
omega_V1,-3.18e-5,-0.000157,-0.000567,0.00116,-0.000283,1.32e-6,0.00371,0.000135,-0.00199,0.00477,3.53e-5,-3.82e-5
corr_V2_V1,-8.91e-6,-1.72e-5,-6.44e-5,0.000122,-0.000103,1.38e-5,0.000135,4.66e-5,5.31e-5,0.000167,1.5e-6,-5.65e-6
omega_Q,1.32e-5,0.000146,-0.000974,0.00386,-0.00162,6.19e-5,-0.00199,5.31e-5,0.0266,-0.00298,1.6e-5,-6.44e-5
omega_V2,-6.77e-5,-0.000221,-0.000896,0.00133,6.3e-5,-9.2e-7,0.00477,0.000167,-0.00298,0.00694,5.17e-5,-4.06e-5
a1,-9.75e-6,6.55e-5,-4.14e-5,5.11e-5,-3.23e-5,1.74e-5,3.53e-5,1.5e-6,1.6e-5,5.17e-5,0.000516,-1.33e-5
a2,2.77e-6,-1.81e-5,4.19e-5,-0.000113,4.53e-5,-9.39e-6,-3.82e-5,-5.65e-6,-6.44e-5,-4.06e-5,-1.33e-5,3.94e-5
