Cl_pop,1,0.115,0.0038,0.0271,-0.01,0.0103,-0.0106,-0.0168,-0.00125,-0.000164,-0.00943,0.0145
beta_Cl_logtCLCRMLMIN,0.115,1,-0.0149,0.00362,0.0186,-0.0111,0.0134,0.0346,0.0172,-0.0198,0.0128,-0.0167
V1_pop,0.0038,-0.0149,1,-0.23,0.552,0.131,-0.229,-0.444,-0.302,0.225,-0.043,0.128
Q_pop,0.0271,0.00362,-0.23,1,-0.142,-0.0154,-0.0414,0.0592,0.294,-0.128,0.0109,-0.0619
V2_pop,-0.01,0.0186,0.552,-0.142,1,-0.137,0.201,0.471,0.0942,-0.255,0.00103,-0.0019
omega_Cl,0.0103,-0.0111,0.131,-0.0154,-0.137,1,-0.133,-0.281,-0.114,0.142,0.00392,0.0195
omega_V1,-0.0106,0.0134,-0.229,-0.0414,0.201,-0.133,1,0.525,0.0376,0.502,0.0342,-0.126
corr_V2_V1,-0.0168,0.0346,-0.444,0.0592,0.471,-0.281,0.525,1,0.381,-0.424,0.0446,-0.136
omega_Q,-0.00125,0.0172,-0.302,0.294,0.0942,-0.114,0.0376,0.381,1,-0.385,0.0292,-0.122
omega_V2,-0.000164,-0.0198,0.225,-0.128,-0.255,0.142,0.502,-0.424,-0.385,1,-0.00518,0.0226
a1,-0.00943,0.0128,-0.043,0.0109,0.00103,0.00392,0.0342,0.0446,0.0292,-0.00518,1,-0.1
a2,0.0145,-0.0167,0.128,-0.0619,-0.0019,0.0195,-0.126,-0.136,-0.122,0.0226,-0.1,1
