Cl_pop,1,-0.0602,0.071,-0.0675,-0.00463,0.0595,0.0118,0.0628,-0.0586,nan
V1_pop,-0.0602,1,-0.729,0.571,0.00169,-0.633,-0.239,-0.727,0.67,nan
Q_pop,0.071,-0.729,1,-0.612,0.00434,0.638,0.238,0.782,-0.707,nan
V2_pop,-0.0675,0.571,-0.612,1,0.0307,-0.549,-0.0344,-0.632,0.563,nan
omega_Cl,-0.00463,0.00169,0.00434,0.0307,1,-0.0044,0.00433,0.019,-0.016,nan
omega_V1,0.0595,-0.633,0.638,-0.549,-0.0044,1,0.0967,0.717,-0.67,nan
omega_Q,0.0118,-0.239,0.238,-0.0344,0.00433,0.0967,1,0.104,-0.132,nan
omega_V2,0.0628,-0.727,0.782,-0.632,0.019,0.717,0.104,1,-0.848,nan
a,-0.0586,0.67,-0.707,0.563,-0.016,-0.67,-0.132,-0.848,1,nan
b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
